CLASS,CODE, URL,CRN,TYPE,SECTION,TIME,DAY,LOCATION,INSTRUCTOR
ENVS420,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/420,39498,Laboratory,AB1,02:00PM - 03:50PM,T,4004 Natural History Building,"Harmon-Threatt, A"
ENVS420,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/420,39500,Laboratory,AB2,12:00PM - 01:50PM,T,4004 Natural History Building,"Harmon-Threatt, A"
ENVS420,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/420,47630,Laboratory,AB3,01:00PM - 02:50PM,W,4004 Natural History Building,"Harmon-Threatt, A"
ENVS420,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/420,39495,Lecture,AL1,09:30AM - 10:50AM,TR,2020B Natural History Building,"Harmon-Threatt, A"
ENVS469,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/469,54047,Lecture-Discussion,G4,09:30AM - 10:50AM,TR,1002 Huff Hall,"Farner, S"
ENVS469,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/469,60867,Lecture-Discussion,GMP,09:30AM - 10:50AM,TR,1002 Huff Hall,"Farner, S"
ENVS469,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/469,54048,Lecture-Discussion,U3,10:00AM - 11:20AM,MW,1002 Huff Hall,"Adamson, B"
ENVS491,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/491,63317,Conference,CSI,ARRANGED,n.a,n.a,"Cai, X
Green, E"
ENVS491,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/491,63315,Conference,SSC,ARRANGED,n.a,n.a,"Cai, X
Green, E"
ENVS491,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/491,63316,Conference,SWA,ARRANGED,n.a,n.a,"Cai, X
Green, E"
ENVS510,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/510,56019,Lecture-Discussion,E,03:30PM - 04:50PM,TR,316N Mumford Hall,"Gramig, B"
ENVS516,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/516,39447,Lecture,1,03:00PM - 03:50PM,WF,3526 Vet Med Basic Sciences Bldg,"Flaws, J
Francis, B
Schantz, S"
ENVS596,ENVS,https://courses.illinois.edu/schedule/2020/spring/ENVS/596,38484,Lecture-Discussion,A,12:00PM - 12:50PM,F,3526 Vet Med Basic Sciences Bldg,"Flaws, J
Johnson, R
Lane, S
Schantz, S"
EOL541,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/541,32332,Lecture-Discussion,A,06:00PM - 09:00PM,M,4F Education Building,"Kucera, M"
EOL541,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/541,70806,Online,CHI,06:00PM - 09:00PM,M,n.a,"Kucera, M"
EOL541,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/541,70805,Online,OB,06:00PM - 09:00PM,M,n.a,"Kucera, M"
EOL542,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/542,46183,Online,A,06:00PM - 09:00PM,T,n.a,"Roegman, R"
EOL542,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/542,67372,Online,CHI,06:00PM - 09:00PM,T,n.a,"Roegman, R"
EOL542,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/542,62703,Online,ONL,06:00PM - 09:00PM,T,n.a,"Roegman, R"
EOL543,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/543,41430,Lecture-Discussion,OB,05:30PM - 09:00PM,W,ARR Oakton Com Coll Des Plaines IL,"Herrmann, M"
EOL544,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/544,60702,Lecture-DiscussionLecture-Discussion,OBOB,08:00AM - 04:00PM173005:30PM - 09:00PM,SF,ARR Oakton Com Coll Des Plaines ILARR Oakton Com Coll Des Plaines IL,"Herrmann, MHerrmann, M"
EOL546,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/546,64956,Lecture-Discussion,A,05:30PM - 09:30PM,W,242 Education Building,"Alexander, S"
EOL546,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/546,55837,Lecture-DiscussionLecture-Discussion,CHICHI,08:00AM - 04:00PM170005:00PM - 09:00PM,SF,ARR Illini CenterARR Illini Center,"Krause, DKrause, D"
EOL546,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/546,32337,Online,ONL,05:30PM - 09:30PM,W,n.a,"Alexander, S"
EOL548,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/548,63938,Online,A,06:00PM - 09:00PM,R,n.a,"Dixson, A"
EOL548,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/548,64358,Online,ONL,06:00PM - 09:00PM,R,n.a,"Dixson, A"
EOL549,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/549,39397,Online,OB,05:30PM - 09:30PM,W,n.a,
EOL560,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/560,32335,Lecture-Discussion,A,05:30PM - 09:20PM,M,242 Education Building,"Fuller-Hamilton, A"
EOL560,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/560,63991,Lecture-Discussion,CHI,05:30PM - 07:30PM,T,ARR Illini Center,"Porreca, K"
EOL560,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/560,46567,Lecture-Discussion,OB,05:30PM - 08:00PM,W,ARR Oakton Com Coll Des Plaines IL,"Herrmann, M"
EOL562,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/562,70170,Lecture-Discussion,A,05:30PM - 09:30PM,W,242 Education Building,"Alexander, S"
EOL562,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/562,70642,Online,ONL,05:30PM - 09:30PM,W,n.a,"Alexander, S"
EOL564,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/564,43178,Lecture-Discussion,A,05:30PM - 09:20PM,T,323 Education Building,
EOL567,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/567,54484,Online,A,06:00PM - 08:00PM,W,n.a,"Huang, W"
EOL568,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/568,59484,Online,A,06:00PM - 08:00PM,R,n.a,"Owens, D
Roegman, R"
EOL568,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/568,69073,Online,ICC,06:00PM - 08:00PM,R,n.a,"Owens, D
Roegman, R"
EOL568,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/568,65588,Online,ONL,06:00PM - 08:00PM,R,n.a,"Owens, D
Roegman, R"
EOL571,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/571,39407,Lecture-Discussion,A,04:00PM - 06:50PM,R,4G Education Building,"Jankowski, N"
EOL582,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/582,48906,Lecture-Discussion,A,04:00PM - 06:50PM,W,4F Education Building,"Hood, D"
EOL585,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/585,39405,Online,A,07:00PM - 09:30PM,W,n.a,"Lee, S"
EOL585,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/585,69402,Online,ONL,07:00PM - 09:30PM,W,n.a,"Lee, S"
EOL588,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/588,65789,Online,A,06:00PM - 08:00PM,M,n.a,"Ahn, J"
EOL588,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/588,65790,Online,B,06:00PM - 08:00PM,M,n.a,"Ahn, J"
EOL588,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/588,64139,Online,ON1,06:00PM - 08:00PM,M,n.a,"Ahn, J"
EOL588,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/588,64333,Online,ON2,06:00PM - 08:00PM,M,n.a,"Ahn, J"
EOL589,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/589,65415,Lecture,A,01:00PM - 03:50PM,F,4F Education Building,"Hood, D"
EOL590,EOL,https://courses.illinois.edu/schedule/2020/spring/EOL/590,18085,Lecture-Discussion,LE,04:00PM - 06:50PM,W,4G Education Building,"Del Real Viramontes, J"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66761,Lecture-Discussion,LS1,03:30PM - 05:00PM,R,5 Weston Hall,"Fink, L"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,68261,Lecture-Discussion,MAC,09:30AM - 11:20AM,R,4F Education Building,"Swindell, J"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66763,Lecture-Discussion,RL0,04:00PM - 05:50PM,M,2009 Student Dining & Res Program,"Garcia Tellez, N
Sanden, N"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66764,Lecture-Discussion,RL1,04:00PM - 05:50PM,M,ARR Illinois Street Residence Lng,"Sanden, N
Simon, J"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66765,Lecture-Discussion,RL2,03:00PM - 04:50PM,T,ARR Illinois Street Residence Lng,"Sanden, N
Smith, M"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66766,Lecture-Discussion,RL3,06:00PM - 07:50PM,M,2003 Student Dining & Res Program,"Huang, N
Sanden, N"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66767,Lecture-Discussion,RL4,04:00PM - 05:50PM,T,117 Pennsylvania Lounge Bld - PAR,"Becker, M
Sanden, N"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66768,Lecture-Discussion,RL5,04:00PM - 05:50PM,T,2003 Student Dining & Res Program,"Jones, N
Sanden, N"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66770,Lecture-Discussion,RL6,06:00PM - 07:50PM,M,1045 Bousfield Hall,"Sanden, N
Toliver, J"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66771,Lecture-Discussion,RL7,03:00PM - 04:50PM,W,151 Allen Residence Hall,"Blanden, K
Sanden, N"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66772,Lecture-Discussion,RL8,03:00PM - 04:50PM,W,2003 Student Dining & Res Program,"Decair, D
Sanden, N"
EPOL199,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/199,66773,Lecture-Discussion,RL9,03:00PM - 04:50PM,T,2005 Student Dining & Res Program,"Cunningham, T
Sanden, N"
EPOL435,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/435,70166,Lecture-Discussion,G,01:00PM - 03:50PM,W,17 Education Building,"Thorstensson Davila, L"
EPOL435,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/435,70165,Lecture-Discussion,UG,01:00PM - 03:50PM,W,17 Education Building,"Thorstensson Davila, L"
EPOL500,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/500,70560,Online,ONL,07:00PM - 09:30PM,W,n.a,"Lee, S"
EPOL532,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/532,70167,Lecture-Discussion,A,04:00PM - 06:50PM,M,42A Education Building,"Dixson, A"
EPOL550,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/550,65321,Lecture-Discussion,A,05:00PM - 07:50PM,M,22 Education Building,"Cromley, J"
EPOL550,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/550,70562,Online,ONL,07:00PM - 09:00PM,R,n.a,"Hinze-Pifer, R"
EPOL585,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/585,63531,Lecture-Discussion,A,04:00PM - 06:50PM,W,376 Education Building,"Dyson, A"
EPOL585,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/585,70156,Lecture-Discussion,EME,01:00PM - 03:50PM,M,382 Education Building,"Hopson, R"
EPOL586,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/586,70868,Online,DE,08:00PM - 10:00PM,R,n.a,"Hood, D
Pak, Y"
EPOL586,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/586,70812,Online,GSE,ARRANGED,n.a,n.a,"Thorstensson Davila, L"
EPOL586,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/586,70814,Online,LD2,07:30PM - 08:30PM,M,n.a,"Cope, W
Kalantzis, M"
EPOL586,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/586,70809,Online,LDL,07:30PM - 08:30PM,M,n.a,"Cope, W
Kalantzis, M"
EPOL587,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/587,70869,Online,DE,06:00PM - 08:00PM,R,n.a,"Hood, D
Pak, Y"
EPOL587,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/587,70813,Online,GSE,ARRANGED,n.a,n.a,"Thorstensson Davila, L"
EPOL587,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/587,70886,Online,LD1,07:30PM - 08:30PM,M,n.a,"Cope, W
Kalantzis, M"
EPOL587,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/587,70816,Online,LDL,07:30PM - 08:30PM,M,n.a,"Cope, W
Kalantzis, M"
EPOL588,EPOL,https://courses.illinois.edu/schedule/2020/spring/EPOL/588,70810,Online,GSE,06:00PM - 07:00PM,R,n.a,"Witt, M"
