CODE, URL,,,CODE, URL,CRN,Type,Section,Time,Day,Location,Instructor
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/483,36739,ConferenceConference,DD,190007:00PM - 08:30PM0000ARRANGED,Mn.a,0354 Music Building4004 Music Building,"Freivogel, M
Yeung, AFreivogel, M
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/483,49333,Conference,E,0000ARRANGED,n.a,null Music Building,"Haken, R
Kim, G
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/483,68334,Conference,EV1,0000ARRANGED,n.a,null Music Building,"Haken, R
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/483,68335,Conference,EV2,0000ARRANGED,n.a,null Music Building,"Haken, R
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/483,69605,Conference,G,0000ARRANGED,n.a,n.a,"Lee, W
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/484,36740,ConferenceConference,AA,180006:00PM - 07:50PM0000ARRANGED,Mn.a,0320 Music Building3032 Music Building,"Haken, R
Yeung, AHaken, R
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/484,36741,ConferenceConference,BB,180006:00PM - 07:50PM0000ARRANGED,Wn.a,0359 Music Building4002 Music Building,"Freivogel, E
Yeung, AFreivogel, E
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/484,68338,Conference,EV1,0000ARRANGED,n.a,null Music Building,"Haken, R
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/484,68339,Conference,EV2,0000ARRANGED,n.a,null Music Building,"Haken, R
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/484,68130,Conference,NM1,0000ARRANGED,n.a,null Music Building,"Haken, R
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/484,43024,Conference,NM,0000ARRANGED,n.a,null Music Building,"Haken, R
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/485,36742,ConferenceConference,AA,180006:00PM - 08:50PM0000ARRANGED,Wn.a,106 Smith Memorial Hall4007 Music Building,"Kouzov, D
Yeung, AKouzov, D
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/485,36744,ConferenceConference,BB,180006:00PM - 08:50PM0000ARRANGED,Wn.a,106 Smith Memorial Hall4014 Music Building,"McDonough, D
Yeung, AMcDonough, D
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/486,36745,ConferenceConference,AA,170005:00PM - 06:20PM0000ARRANGED,Tn.a,0061 Music Building2000 Music Building,"Cameron, M
Yeung, ACameron, M
Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/487,36764,ConferenceConference,AA,110011:00AM - 12:50PM0000ARRANGED,Tn.a,0323 Music Building2060 Music Building,"Yeung, AYeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/488,36747,ConferenceConference,AA,110011:00AM - 12:20PM0000ARRANGED,Rn.a,220 Smith Memorial Hall3020 Music Building,"Keeble, JKeeble, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/488,53531,ConferenceConference,BB,110011:00AM - 12:20PM0000ARRANGED,Rn.a,220 Smith Memorial Hallnull Music Building,"Cheng, P
Keeble, JCheng, P
Keeble, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/488,67925,Conference,PC1,0000ARRANGED,n.a,null Music Building,"Keeble, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/488,67926,Conference,PC2,0000ARRANGED,n.a,null Music Building,"Cheng, P
Keeble, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/489,36749,ConferenceConference,AA,110011:00AM - 12:20PM0000ARRANGED,Tn.a,2317 Krannert Center for Perf Arts3000 Music Building,"Harris, JHarris, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/489,70673,ConferenceConference,BB,110011:00AM - 12:20PM0000ARRANGED,Tn.a,n.anull Music Building,"Minor, JMinor, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/489,70674,ConferenceConference,CC,110011:00AM - 12:20PM0000ARRANGED,Tn.a,n.anull Music Building,"Minor, JMinor, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/489,54221,Conference,NM,0000ARRANGED,n.a,3000 Music Building,"Harris, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/490,36750,ConferenceConferenceConference,AAA,110011:00AM - 11:50AM110011:00AM - 11:50AM0000ARRANGED,TRn.a,0359 Music Building0360 Music Building3018 Music Building,"Dee, JDee, JDee, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/490,67929,Conference,EH,0000ARRANGED,n.a,null Music Building,"Dee, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/490,68000,Conference,NMB,0000ARRANGED,n.a,null Music Building,"Dee, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/491,36751,ConferenceConference,AA,110011:00AM - 11:50AM0000ARRANGED,TRn.a,0354 Music Building3044 Music Building,"McGovern, TMcGovern, T"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/492,36766,ConferenceConference,AA,110011:00AM - 11:50AM0000ARRANGED,TRn.a,2310 Krannert Center for Perf Arts4018 Music Building,"Richtmeyer, DRichtmeyer, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/492,36767,ConferenceConference,BB,110011:00AM - 11:50AM0000ARRANGED,TRn.a,2310 Krannert Center for Perf Artsnull Music Building,"Augustine, S
Richtmeyer, DAugustine, S
Richtmeyer, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/492,36768,ConferenceConference,CC,110011:00AM - 11:50AM0000ARRANGED,TRn.a,2310 Krannert Center for Perf Artsnull Music Building,"Poffenberger, W
Richtmeyer, DPoffenberger, W
Richtmeyer, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/493,36753,ConferenceConference,AA,110011:00AM - 12:20PM0000ARRANGED,Tn.a,1030 Music Building4000 Music Building,"Romm, RRomm, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/493,36754,ConferenceConference,BB,110011:00AM - 12:20PM0000ARRANGED,Rn.a,0359 Music Building4020 Music Building,"Daval, CDaval, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/494,39712,ConferenceConference,AA,110011:00AM - 12:20PM0000ARRANGED,Rn.a,0061 Music Building4040 Music Building,"Scully, BScully, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/494,69715,Conference,B,0000ARRANGED,n.a,null Music Building,"Marshall, A
Scully, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/494,56150,Conference,NM,0000ARRANGED,n.a,null Music Building,"Marshall, A
Scully, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/495,36756,ConferenceConferenceConference,AAA,110011:00AM - 12:20PM110011:00AM - 12:20PM0000ARRANGED,TRn.a,0061 Music Building2317 Krannert Center for Perf Arts215 Smith Memorial Hall,"Chasanov, EChasanov, EChasanov, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/495,63975,Conference,NM,0000ARRANGED,n.a,215 Smith Memorial Hall,"Chasanov, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/495,36757,Conference,TM,0000ARRANGED,n.a,215 Smith Memorial Hall,"Chasanov, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/496,36759,ConferenceConferenceConference,AAA,110011:00AM - 11:50AM110011:00AM - 11:50AM0000ARRANGED,TRn.a,141 Harding Band Building1030 Music Building4060 Music Building,"Moore, MMoore, MMoore, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/497,36760,ConferenceConferenceConference,AAA,110011:00AM - 11:50AM110011:00AM - 11:50AM0000ARRANGED,TRn.a,141 Harding Band Building1030 Music Building4060 Music Building,"Moore, MMoore, MMoore, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/497,60784,Conference,NM,0000ARRANGED,n.a,4060 Music Building,"Moore, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/498,36761,ConferenceConference,AA,110011:00AM - 11:50AM0000ARRANGED,TRn.a,6 Smith Memorial Hall14 Smith Memorial Hall,"Moersch, WMoersch, W"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/498,36763,ConferenceConference,BB,110011:00AM - 11:50AM0000ARRANGED,TRn.a,6 Smith Memorial Hall10 Smith Memorial Hall,"Flores, RFlores, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,10014,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,23780,Conference,ART,140002:00PM - 03:50PM,F,4067 Music Building,"Fieldsteel, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,36466,Conference,C,150003:00PM - 03:50PM,R,4067 Music Building,"Fieldsteel, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,69578,Lecture-Discussion,CAL,180006:00PM - 08:50PM,T,0324 Music Building,"Duncan, G"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,67507,Lecture-Discussion,CMD,100010:00AM - 11:50AM,F,n.a,"Tilley, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,23802,Lecture-Discussion,CS2,123012:30PM - 01:50PM,MW,2317 Krannert Center for Perf Arts,"Megill, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,23822,Conference,GER,140002:00PM - 03:20PM,T,n.a,"Stone, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,23779,Conference,GT1,090009:00AM - 09:50AM,MW,0354 Music Building,"Sanchez Portuguez, G"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,23877,Conference,GT2,160004:00PM - 04:50PM,MW,0354 Music Building,"Sanchez Portuguez, G"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,23831,Conference,GT3,110011:00AM - 11:50AM,TR,0356 Music Building,"Sanchez Portuguez, G"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,23826,Conference,GT4,130001:00PM - 01:50PM,TR,0354 Music Building,"Sanchez Portuguez, G"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,23824,Conference,GT5,140002:00PM - 02:50PM,TR,0354 Music Building,"Sanchez Portuguez, G"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,36472,Conference,H1,0000ARRANGED,n.a,n.a,"Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,36476,Lecture-Discussion,JA2,130001:00PM - 01:50PM,MW,25 Smith Memorial Hall,"McNeill, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,36482,Lecture-Discussion,JC2,110011:00AM - 11:50AM,TR,25 Smith Memorial Hall,"Pugh, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,70158,Laboratory-Discussion,JEM,130001:00PM - 02:50PM,F,141 Harding Band Building,"McCall, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,36487,Conference,JFR,130001:00PM - 01:50PM,F,25 Smith Memorial Hall,"McNeill, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,36474,Lecture-Discussion,JK2,130001:00PM - 01:50PM,MW,103 Smith Memorial Hall,"Stephens, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,36484,Lecture-Discussion,JS2,090009:00AM - 09:50AM,MW,11 Smith Memorial Hall,"Bridgewater, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,40081,Conference,L1,130001:00PM - 02:50PM,F,1030 Music Building,"Moore, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,40018,Conference,L,130001:00PM - 02:50PM,F,1030 Music Building,"Chasanov, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,64393,Conference,LAW,160004:00PM - 05:50PM,TR,0356 Music Building,"Daval, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,48023,Lecture-Discussion,PMP,090009:00AM - 11:50AM,F,n.a,"Holden, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/499,36492,Conference,V,0000ARRANGED,n.a,3032 Music Building,"Haken, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/500,69889,Conference,AY,0000ARRANGED,n.a,n.a,"Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/500,67966,Conference,CD,0000ARRANGED,n.a,null Music Building,"Daval, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/500,56404,Conference,CMM,0000ARRANGED,n.a,n.a,"Moersch, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/500,66331,Conference,DK,0000ARRANGED,n.a,null Music Building,"Kouzov, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/500,59670,Conference,DR,0000ARRANGED,n.a,null Smith Memorial Hall,"Redman, Y"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/500,68408,Conference,MM,0000ARRANGED,n.a,null Smith Memorial Hall,"Moore, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/500,63056,Conference,TJE,0000ARRANGED,n.a,null Smith Memorial Hall,"Ehlen, T"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/501,60446,Lecture-Discussion,B,080008:00AM - 09:20AM,TR,1030 Music Building,"Siletti, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/502,60428,Conference,B,110011:00AM - 11:50AM,MWF,0323 Music Building,"Taube, H"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/505,10017,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/506,59878,ConferenceLecture,CRCCRC,0000ARRANGED160004:00PM - 05:20PM,n.aT,4048 Music Building0359 Music Building,"Carrillo, CCarrillo, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/506,34745,ConferenceLecture,ELEL,0000ARRANGED160004:00PM - 05:20PM,n.aT,4032 Music Building0359 Music Building,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/506,41172,ConferenceLecture,EMFEMF,0000ARRANGED160004:00PM - 05:20PM,n.aT,4008 Music Building0359 Music Building,"Fieldsteel, EFieldsteel, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/506,34738,ConferenceLecture,HTHT,0000ARRANGED160004:00PM - 05:20PM,n.aT,4052 Music Building0359 Music Building,"Taube, H"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/506,34767,ConferenceLecture,RTRT,0000ARRANGED160004:00PM - 05:20PM,n.aT,4028 Music Building0359 Music Building,"Tharp, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/506,34759,ConferenceLecture,STST,0000ARRANGED160004:00PM - 05:20PM,n.aT,4030 Music Building0359 Music Building,"Taylor, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/507,34780,Lecture-Discussion,A,110011:00AM - 01:50PM,F,0360 Music Building,"Lund, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/508,62750,Conference,A,100010:00AM - 10:50AM,TR,106 Smith Memorial Hall,"Stephens, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/509,66998,Lecture-Discussion,A,110011:00AM - 01:00PM,T,146 Harding Band Building,"Peterson, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/512,34775,Lecture-Discussion,A,150003:00PM - 04:20PM,MW,0323 Music Building,"Silvers, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/517,39713,Lecture-Discussion,A,140002:00PM - 03:20PM,MW,0358 Music Building,"Ramirez, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/519,54983,Lecture-Discussion,A,130001:00PM - 03:50PM,T,2334 Music Building,"Ramirez, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/523,52671,Lecture-Discussion,A,130001:00PM - 03:50PM,R,2334 Music Building,"Tsekouras, I"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/524,39716,Lecture-Discussion,A,140002:00PM - 04:50PM,F,2334 Music Building,"Bashford, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/525,10026,Independent Study,,0000ARRANGED,n.a,n.a,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/527,43887,Lecture-Discussion,A,090009:00AM - 10:50AM,F,n.a,"Moersch, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/528,34791,Lecture-Discussion,A1,093009:30AM - 10:50AM,TR,2334 Music Building,"Bashford, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/528,41604,Lecture-Discussion,A2,093009:30AM - 10:50AM,TR,2334 Music Building,"Magee, G"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/528,58558,Lecture-Discussion,B1,093009:30AM - 10:50AM,TR,0360 Music Building,"Magee, G"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/528,61071,Lecture-Discussion,B2,093009:30AM - 10:50AM,MW,2334 Music Building,"Bashford, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/533,70283,Lecture-Discussion,A,160004:00PM - 06:50PM,M,2334 Music Building,"Nichols, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/534,34779,Lecture-Discussion,A,0000ARRANGED,n.a,null Music Building,"Barrett, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/540,57259,Lecture-Discussion,A,0000ARRANGED,n.a,140 Harding Band Building,"Peterson, S"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/543,65695,Lecture-Discussion,A,090009:00AM - 11:50AM,M,0360 Music Building,"Barrett, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/544,34926,Conference,A,140002:00PM - 03:50PM,M,2334 Music Building,"Barrett, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/547,34778,Laboratory-Discussion,A,0000ARRANGED,n.a,null Krannert Center for Perf Arts,"Schleicher, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/549,43934,Conference,A,110011:00AM - 11:50AM,MW,11 Smith Memorial Hall,"McNeill, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/551,34789,Lecture-Discussion,A,143002:30PM - 03:50PM,MW,4411 Krannert Center for Perf Arts,"Megill, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/553,34793,Conference,A,160004:00PM - 05:50PM,TR,2310 Krannert Center for Perf Arts,"Schleicher, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/555,70872,Discussion/ Recitation,B,110011:00AM - 11:50AM,MWF,n.a,"Solya, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/557,34798,Lecture-Discussion,A,140002:00PM - 03:50PM,TR,0061 Music Building,"Heiles, W"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/558,34801,Lecture-Discussion,A,130001:00PM - 02:50PM,MW,220 Smith Memorial Hall,"Siena, J
Tilley, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/559,34803,Lecture-Discussion,A,0000ARRANGED,n.a,null Smith Memorial Hall,"Robinson, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/560,34805,Lecture-Discussion,A10,0000ARRANGED,n.a,2060 Music Building,"Yeung, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/561,34807,Conference,A1,0000ARRANGED,n.a,3020 Music Building,
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/561,34809,Conference,A2,0000ARRANGED,n.a,3000 Music Building,"Harris, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/561,34814,Conference,A5,0000ARRANGED,n.a,4018 Music Building,"Richtmeyer, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/561,34818,Conference,B2,0000ARRANGED,n.a,4040 Music Building,"Scully, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/561,34820,Conference,B3,100010:00AM - 11:50AM,F,2310 Krannert Center for Perf Arts,"Moore, M"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/561,34822,Conference,B4,0000ARRANGED,n.a,215 Smith Memorial Hall,"Chasanov, E"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/562,34824,Conference,A,110011:00AM - 12:30PM,MW,6 Smith Memorial Hall,"Moersch, W"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/563,34827,Lecture-Discussion,A,110011:00AM - 12:20PM,TR,2334 Music Building,"Alwes, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/564,34829,Laboratory-Discussion,A,0000ARRANGED,n.a,null Krannert Center for Perf Arts,"Megill, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/565,34830,Laboratory-Discussion,A,090009:00AM - 10:50AM,MW,2317 Krannert Center for Perf Arts,"Megill, A"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,47565,Conference,DB,0000ARRANGED,n.a,11 Smith Memorial Hall,"Gray, L"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,47572,Conference,GUI,0000ARRANGED,n.a,5E Smith Memorial Hall,"Gray, L"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,47571,Conference,PER,0000ARRANGED,n.a,2 Smith Memorial Hall,"Spencer, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,47561,Conference,PN2,0000ARRANGED,n.a,11 Smith Memorial Hall,"Hickey, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,47562,Conference,PNO,0000ARRANGED,n.a,108 Smith Memorial Hall,"Stephens, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,47566,Conference,SAX,0000ARRANGED,n.a,5E Smith Memorial Hall,"McNeill, C"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,47567,Conference,SXX,0000ARRANGED,n.a,5B Smith Memorial Hall,"Bridgewater, R"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,47569,Conference,TPT,0000ARRANGED,n.a,5C Smith Memorial Hall,"Carrillo, T"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,47570,Conference,TRB,0000ARRANGED,n.a,5D Smith Memorial Hall,"Pugh, J"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/566,61142,Conference,VOI,0000ARRANGED,n.a,null Smith Memorial Hall,"Coleman, B"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/569,54977,Online,A,160004:00PM - 05:50PM,T,n.a,"Gallo, D"
,,,,MUS,https://courses.illinois.edu/schedule/2020/spring/MUS/571,34833,LaboratoryLecture-DiscussionLecture-Discussion,AAA,0000ARRANGED130001:00PM - 01:50PM140002:00PM - 03:50PM,n.aWM,n.a106 Smith Memorial Hall106 Smith Memorial Hall,"Tsitsaros, CTsitsaros, CTsitsaros, C"
